id,message,label,scam_type,source_channel,language,contains_url,contains_amount,expected_risk,notes
MSG-0907,Your OTP for login is 427557. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0908,Income Tax refund blocked. Submit bank details here http://secure-account-check.test to release money.,scam,impersonation,sms,en,yes,no,high,synthetic_training_example
MSG-0909,Your monthly subscription renewal for Prime is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0910,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0911,Your shipment is suspended. Confirm PAN and address here http://reward-claim-now.fake,scam,delivery_scam,email,en,yes,no,high,synthetic_training_example
MSG-0912,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,sms,en,no,no,high,synthetic_training_example
MSG-0913,Guaranteed 20% monthly return. Invest ₹99 today and double money in 30 days.,scam,investment_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0914,Your card payment of ₹50000 at Apollo Pharmacy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0915,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0916,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0917,Your monthly subscription renewal for Google One is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0918,Your OTP for login is 812048. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0919,Share your OTP 571233 immediately to stop account suspension.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0920,Pay ₹499 verification charge to release your approved loan amount of ₹500000.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0921,Transfer ₹799 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0922,Claim your cashback reward before midnight: http://sbi-verify-login.fake,scam,fake_reward,email,en,yes,no,high,synthetic_training_example
MSG-0923,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0924,Work from home job. Earn ₹500000 daily. Pay ₹499 registration fee to start.,scam,job_scam,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0925,Work from home job. Earn ₹100000 daily. Pay ₹499 registration fee to start.,scam,job_scam,sms,en,no,yes,medium,synthetic_training_example
MSG-0926,Your refund is ready. Provide OTP and PIN to release ₹5000.,scam,otp_theft,email,en,no,yes,high,synthetic_training_example
MSG-0927,Low interest personal loan approved. Processing fee required before disbursal.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0928,Final notice: your prize will expire today. Click http://login-security-check.test to receive money.,scam,fake_reward,email,en,yes,no,high,synthetic_training_example
MSG-0929,Your package from Tata Neu is out for delivery today. Track it in the official app.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0930,"Hi Ananya, are we still meeting at 6:30 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0931,Your card payment of ₹500000 at Reliance Digital was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0932,Your refund of ₹999 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0933,Your OTP for login is 587455. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0934,School fee receipt for ₹50000 has been generated successfully.,safe,none,email,en,no,yes,low,safe_school
MSG-0935,Registration fee pending. Pay ₹2499 today to unlock your reward.,scam,advance_fee_fraud,email,en,no,yes,high,synthetic_training_example
MSG-0936,Your electricity bill of ₹1499 is due on Monday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0937,Get urgent cash in 10 minutes. Share bank account and OTP for approval.,scam,loan_scam,sms,en,no,no,high,synthetic_training_example
MSG-0938,Registration fee pending. Pay ₹799 today to unlock your reward.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0939,Claim your cashback reward before midnight: http://login-security-check.test,scam,fake_reward,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0940,Final warning: electricity supply suspended in 2 hours. Update payment here http://upi-block-alert.fake,scam,electricity_bill_scam,whatsapp,en,yes,no,medium,synthetic_training_example
MSG-0941,Invest ₹500000 and receive fixed daily profit. No risk. Contact now.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0942,Your salary of ₹2500 has been credited to your bank account ending 3719.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0943,"Hi Ravi, are we still meeting at 11:30 AM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0944,Your refund of ₹999 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0945,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0946,Your Myntra order #700350 has been delivered successfully.,safe,none,sms,en,no,no,low,safe_delivery
MSG-0947,Your OTP for login is 531709. Do not share it with anyone.,safe,none,sms,en,no,no,low,safe_banking
MSG-0948,Your card payment of ₹100000 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0949,Your device is infected. Call support immediately and install remote access app.,scam,tech_support_scam,email,en,no,no,high,synthetic_training_example
MSG-0950,"Hi Neha, are we still meeting at 11:30 AM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0951,Please keep this confidential and pay vendor today using this account.,scam,social_engineering,whatsapp,en,no,no,medium,synthetic_training_example
MSG-0952,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0953,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0954,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0955,"Your loan is ready. Click http://upi-block-alert.fake and upload Aadhaar, PAN, bank details immediately.",scam,loan_scam,email,en,yes,no,high,synthetic_training_example
MSG-0956,"New login detected on your account. If this was not you, change your password from the official app.",safe,none,email,en,no,no,low,safe_security_alert
MSG-0957,Your salary of ₹100000 has been credited to your bank account ending 1659.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0958,Your flight check-in is now open. Use the airline website or app.,safe,none,email,en,no,no,low,safe_travel
MSG-0959,You have been selected for a free iPhone. Claim reward here: http://customer-care-help.invalid,scam,fake_reward,sms,en,yes,no,medium,synthetic_training_example
MSG-0960,Your account statement for this month is ready in the official banking app.,safe,none,email,en,no,no,low,safe_bank_alert
MSG-0961,Limited stock tip. Send ₹1499 to get insider recommendation before market opens.,scam,investment_scam,sms,en,no,yes,high,synthetic_training_example
MSG-0962,Your claim is approved. Pay service tax ₹999 to receive ₹1499.,scam,advance_fee_fraud,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0963,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0964,Final notice: your prize will expire today. Click http://reward-claim-now.fake to receive money.,scam,fake_reward,sms,en,yes,no,medium,synthetic_training_example
MSG-0965,"Congratulations, you are selected without interview. Pay onboarding kit fee ₹999.",scam,job_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0966,Electricity department notice: pay reconnection charge ₹99 now.,scam,electricity_bill_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0967,Your card payment of ₹10000 at Zomato was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0968,Send small refundable fee ₹299 to confirm your beneficiary account.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0969,The project sync has moved to 6:30 PM. Please join the usual meeting link.,safe,none,email,en,no,no,low,safe_meeting
MSG-0970,"Hi Rahul, are we still meeting at 4 PM today?",safe,none,whatsapp,en,no,no,low,safe_meeting
MSG-0971,Share your OTP 105337 immediately to stop account suspension.,scam,otp_theft,email,en,no,no,high,synthetic_training_example
MSG-0972,Your refund is ready. Provide OTP and PIN to release ₹25000.,scam,otp_theft,email,en,no,yes,high,synthetic_training_example
MSG-0973,"Dear customer, update KYC details urgently using http://customer-care-help.invalid. Failure may block UPI services.",scam,kyc_phishing,whatsapp,en,yes,no,high,synthetic_training_example
MSG-0974,Registration fee pending. Pay ₹299 today to unlock your reward.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
MSG-0975,Police cyber cell notice: pay fine ₹299 today or legal action will start.,scam,impersonation,whatsapp,en,no,yes,high,synthetic_training_example
MSG-0976,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0977,Guaranteed 20% monthly return. Invest ₹499 today and double money in 30 days.,scam,investment_scam,email,en,no,yes,medium,synthetic_training_example
MSG-0978,Microsoft security alert: your computer is hacked. Click http://parcel-clearance-pay.invalid to fix now.,scam,tech_support_scam,sms,en,yes,no,high,synthetic_training_example
MSG-0979,Your refund of ₹10000 has been processed to your original payment method.,safe,none,sms,en,no,yes,low,safe_ecommerce
MSG-0980,Your appointment with Dr. Sharma is confirmed for Tuesday at 4 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0981,Your card payment of ₹2500 at Swiggy was successful.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0982,Claim your cashback reward before midnight: http://sbi-verify-login.fake,scam,fake_reward,sms,en,yes,no,high,synthetic_training_example
MSG-0983,Your electricity bill of ₹500000 is due on 15 June. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-0984,Your appointment with Dr. Mukherjee is confirmed for Tuesday at 6:30 PM.,safe,none,sms,en,no,no,low,safe_health
MSG-0985,Special trading opportunity. Your capital is guaranteed. Pay activation fee ₹2499.,scam,investment_scam,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0986,Send your password and OTP for urgent security verification.,scam,otp_theft,whatsapp,en,no,no,high,synthetic_training_example
MSG-0987,Payment received for your broadband bill. Thank you.,safe,none,sms,en,no,no,low,safe_utility
MSG-0988,"I am stuck at airport. Send ₹1000000 now, cannot call.",scam,social_engineering,whatsapp,en,no,yes,medium,synthetic_training_example
MSG-0989,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,whatsapp,en,no,no,high,synthetic_training_example
MSG-0990,"I lost my phone. Send money to this UPI urgently, I will return tomorrow.",scam,social_engineering,email,en,no,no,medium,synthetic_training_example
MSG-0991,Your friend is in hospital. Transfer ₹25000 immediately for treatment.,scam,social_engineering,sms,en,no,yes,medium,synthetic_training_example
MSG-0992,Your monthly subscription renewal for Spotify is successful.,safe,none,email,en,no,no,low,safe_subscription
MSG-0993,Government subsidy approved. Upload Aadhaar and pay ₹1499 verification fee.,scam,impersonation,email,en,no,yes,high,synthetic_training_example
MSG-0994,"Ravi, please review the document before today's standup.",safe,none,email,en,no,no,low,safe_office
MSG-0995,Your salary of ₹2500 has been credited to your bank account ending 6179.,safe,none,sms,en,no,yes,low,safe_banking
MSG-0996,Your cab booking is confirmed. Driver details will be shared before pickup.,safe,none,sms,en,no,no,low,safe_travel
MSG-0997,Courier authority requires PAN update immediately at http://sbi-verify-login.fake.,scam,impersonation,email,en,yes,no,high,synthetic_training_example
MSG-0998,Reminder: your leave request has been approved by your manager.,safe,none,email,en,no,no,low,safe_office
MSG-0999,Your electricity bill of ₹100000 is due on Tuesday. Pay using the official app.,safe,none,sms,en,no,yes,low,safe_utility
MSG-1000,Transfer ₹999 processing fee first. Your grant payment will be credited after verification.,scam,advance_fee_fraud,sms,en,no,yes,high,synthetic_training_example
